ID;Type;Algorithm;Instance;Variant;SourceDirectory;PublicKeyBytes;SecretKeyBytes;CiphertextBytes;SharedSecretBytes;SignatureBytes;Passes;InitiatorStateBytes;ResponderStateBytes;TotalMessageBytes;DigestBits;DigestBytes
kem-21;kem;MAMBA-Viper;MAMBA-Viper-128;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-Viper-128;608;1424;736;16;;;;;;;
kem-21;kem;MAMBA-Viper;MAMBA-Viper-192;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-Viper-192;992;2200;1088;24;;;;;;;
kem-21;kem;MAMBA-Viper;MAMBA-Viper-256;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-Viper-256;1312;2912;1472;32;;;;;;;
kem-21;kem;MAMBA-Viper;MAMBA-Viper-384;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-Viper-384;2496;5488;2656;48;;;;;;;
kem-21;kem;MAMBA-Viper;MAMBA-Viper-512;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-Viper-512;3200;7040;3456;64;;;;;;;
kem-22;kem;Mithril;Mithril-128;Reference_Implementation;Implementations/Reference_Implementation/Mithril-128;944;1136;928;16;;;;;;;
kem-22;kem;Mithril;Mithril-256;Reference_Implementation;Implementations/Reference_Implementation/Mithril-256;1648;2000;1680;32;;;;;;;
kem-22;kem;Mithril;Mithril-512;Reference_Implementation;Implementations/Reference_Implementation/Mithril-512;3056;3728;3504;64;;;;;;;
kem-23;kem;Mito;MITO_1_128;Reference_Implementation;Implementations/Reference_Implementation/Mito-1-128;3908;4052;5796;64;;;;;;;
kem-23;kem;Mito;MITO_1_256;Reference_Implementation;Implementations/Reference_Implementation/Mito-1-256;8522;8682;12714;64;;;;;;;
kem-23;kem;Mito;MITO_1_512;Reference_Implementation;Implementations/Reference_Implementation/Mito-1-512;26630;26822;39878;64;;;;;;;
kem-23;kem;Mito;MITO_1_E_128;Reference_Implementation;Implementations/Reference_Implementation/Mito-1-E-128;3720;3864;5512;64;;;;;;;
kem-23;kem;Mito;MITO_1_E_256;Reference_Implementation;Implementations/Reference_Implementation/Mito-1-E-256;8130;8290;12130;64;;;;;;;
kem-23;kem;Mito;MITO_1_E_512;Reference_Implementation;Implementations/Reference_Implementation/Mito-1-E-512;25674;25866;38442;64;;;;;;;
kem-23;kem;Mito;MITO_2_E_128;Reference_Implementation;Implementations/Reference_Implementation/Mito-2-E-128;5192;5336;6440;64;;;;;;;
kem-23;kem;Mito;MITO_2_E_256;Reference_Implementation;Implementations/Reference_Implementation/Mito-2-E-256;10828;10988;13484;64;;;;;;;
kem-23;kem;Mito;MITO_2_E_512;Reference_Implementation;Implementations/Reference_Implementation/Mito-2-E-512;32712;32904;40840;64;;;;;;;
kem-24;kem;MORNING-Scabbard;scabbard128;Reference_Implementation;Implementations/Reference_Implementation/scabbard128;736;1056;760;16;;;;;;;
kem-24;kem;MORNING-Scabbard;scabbard256;Reference_Implementation;Implementations/Reference_Implementation/scabbard256;1616;2256;1648;32;;;;;;;
kem-24;kem;MORNING-Scabbard;scabbard512;Reference_Implementation;Implementations/Reference_Implementation/scabbard512;2880;4032;3072;64;;;;;;;
kem-25;kem;NEV;NEV_1024_1409_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-R2;1344;2720;1344;32;;;;;;;
kem-25;kem;NEV;NEV_1024_3329_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-D2;1536;3104;1536;32;;;;;;;
kem-25;kem;NEV;NEV_1024_769_C_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-C2-c;1229;2490;1024;32;;;;;;;
kem-25;kem;NEV;NEV_1024_769_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-C2;1229;2490;1229;32;;;;;;;
kem-25;kem;NEV;NEV_2048_1409_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-R3;2688;5440;2688;64;;;;;;;
kem-25;kem;NEV;NEV_2048_3329_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-D3;3072;6208;3072;64;;;;;;;
kem-25;kem;NEV;NEV_2048_769_C_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-C3-c;2458;4980;2048;64;;;;;;;
kem-25;kem;NEV;NEV_2048_769_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-C3;2458;4980;2458;64;;;;;;;
kem-25;kem;NEV;NEV_512_1409_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-R1;672;1360;672;16;;;;;;;
kem-25;kem;NEV;NEV_512_3329_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-D1;768;1552;768;16;;;;;;;
kem-25;kem;NEV;NEV_512_769_C_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-C1-c;615;1246;512;16;;;;;;;
kem-25;kem;NEV;NEV_512_769_ICCS;Reference_Implementation;Implementations/Reference_Implementation/NEV-C1;615;1246;615;16;;;;;;;
kem-26;kem;NSS-HQC;HQC-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/HQC-128;3713;3777;5185;32;;;;;;;
kem-26;kem;NSS-HQC;HQC-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/HQC-256;6844;6908;9084;32;;;;;;;
kem-26;kem;NSS-HQC;HQC-384;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/HQC-384;15371;15467;18571;48;;;;;;;
kem-26;kem;NSS-HQC;HQC-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/HQC-512;27302;27430;31462;64;;;;;;;
kem-27;kem;NTRE;NTRE-128;Reference_Implementation;Implementations/Reference_Implementation/NTRE-128;972;1976;972;64;;;;;;;
kem-27;kem;NTRE;NTRE-256;Reference_Implementation;Implementations/Reference_Implementation/NTRE-256;1944;3920;1944;64;;;;;;;
kem-27;kem;NTRE;NTRE-512;Reference_Implementation;Implementations/Reference_Implementation/NTRE-512;3456;6944;3456;64;;;;;;;
kem-28;kem;OAEP-NTRU;OAEP-NTRU-1296;Reference_Implementation;Implementations/Reference_Implementation/OAEP-NTRU-1296;2430;4924;2494;32;;;;;;;
kem-28;kem;OAEP-NTRU;OAEP-NTRU-2592;Reference_Implementation;Implementations/Reference_Implementation/OAEP-NTRU-2592;4860;9848;4988;64;;;;;;;
kem-28;kem;OAEP-NTRU;OAEP-NTRU-648;Reference_Implementation;Implementations/Reference_Implementation/OAEP-NTRU-648;1053;2138;1085;32;;;;;;;
kem-29;kem;Polar-KEM;PolarKEM-128;Reference_Implementation;Submission_Package/Implementations/Reference_Implementation/PolarKEM-128;1024;2048;768;16;;;;;;;
kem-29;kem;Polar-KEM;PolarKEM-256;Reference_Implementation;Submission_Package/Implementations/Reference_Implementation/PolarKEM-256;2048;4096;1280;32;;;;;;;
kem-29;kem;Polar-KEM;PolarKEM-512;Reference_Implementation;Submission_Package/Implementations/Reference_Implementation/PolarKEM-512;4096;8192;2304;64;;;;;;;
kem-30;kem;PolarLAC;POLARLAC-128;Reference_Implementation;Implementations/Reference_Implementation/x86/POLARLAC-128;530;1570;640;16;;;;;;;
kem-30;kem;PolarLAC;POLARLAC-256;Reference_Implementation;Implementations/Reference_Implementation/x86/POLARLAC-256;1060;3140;1280;32;;;;;;;
kem-30;kem;PolarLAC;POLARLAC-512;Reference_Implementation;Implementations/Reference_Implementation/x86/POLARLAC-512;2116;6276;2560;64;;;;;;;
kem-30;kem;PolarLAC;POLARLAC-512-Star;Reference_Implementation;Implementations/Reference_Implementation/x86/POLARLAC-512-Star;2522;6682;2970;64;;;;;;;
kem-30;kem;PolarLAC;POLARLAC-Light;Reference_Implementation;Implementations/Reference_Implementation/x86/POLARLAC-Light;530;1570;608;16;;;;;;;
kem-31;kem;QIMEN-PIKE;NGCC-1;Reference_Implementation;Implementations/Implementations;389;472;602;32;;;;;;;
kem-31;kem;QIMEN-PIKE;NGCC-2;Reference_Implementation;Implementations/Implementations;592;734;882;32;;;;;;;
kem-31;kem;QIMEN-PIKE;NGCC-3;Reference_Implementation;Implementations/Implementations;1198;1497;1746;64;;;;;;;
kem-32;kem;QCTM;QCTM128;Reference_Implementation;Implementations/Reference_Implementation/QCTM128;167987;192545;640;32;;;;;;;
kem-32;kem;QCTM;QCTM256;Reference_Implementation;Implementations/Reference_Implementation/QCTM256;595662;641942;1153;32;;;;;;;
kem-32;kem;QCTM;QCTM512;Reference_Implementation;Implementations/Reference_Implementation/QCTM512;2374727;2467243;2264;64;;;;;;;
kem-33;kem;QUBE;qube_128;Reference_Implementation;Implementations/Reference_Implementation/qube-128;3294;3326;3287;16;;;;;;;
kem-33;kem;QUBE;qube_192;Reference_Implementation;Implementations/Reference_Implementation/qube-192;6364;6412;6362;24;;;;;;;
kem-33;kem;QUBE;qube_256;Reference_Implementation;Implementations/Reference_Implementation/qube-256;10446;10510;10423;32;;;;;;;
kem-33;kem;QUBE;qube_384;Reference_Implementation;Implementations/Reference_Implementation/qube-384;20738;20834;20633;48;;;;;;;
kem-33;kem;QUBE;qube_512;Reference_Implementation;Implementations/Reference_Implementation/qube-512;34028;34156;33846;64;;;;;;;
kem-34;kem;Rudraksh2;lwekem128;Reference_Implementation;Implementations/Reference_Implementation/lwekem128;880;1776;912;16;;;;;;;
kem-34;kem;Rudraksh2;lwekem256;Reference_Implementation;Implementations/Reference_Implementation/lwekem256;1760;3552;1728;32;;;;;;;
kem-34;kem;Rudraksh2;lwekem512;Reference_Implementation;Implementations/Reference_Implementation/lwekem512;3392;6848;3552;64;;;;;;;
kem-35;kem;Scloud+;Scloudplus-128-AES-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-128/kem;6096;7440;6160;16;;;;;;;
kem-35;kem;Scloud+;Scloudplus-128-SHAKE-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-128/kem;6096;7440;6160;16;;;;;;;
kem-35;kem;Scloud+;Scloudplus-128-SM3-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-128/kem;6096;7440;6160;16;;;;;;;
kem-35;kem;Scloud+;Scloudplus-192-AES-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-192/kem;11456;13872;12645;24;;;;;;;
kem-35;kem;Scloud+;Scloudplus-192-SHAKE-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-192/kem;11456;13872;12645;24;;;;;;;
kem-35;kem;Scloud+;Scloudplus-192-SM3-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-192/kem;11456;13872;12645;24;;;;;;;
kem-35;kem;Scloud+;Scloudplus-256-AES-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-256/kem;16296;19680;17925;32;;;;;;;
kem-35;kem;Scloud+;Scloudplus-256-SHAKE-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-256/kem;16296;19680;17925;32;;;;;;;
kem-35;kem;Scloud+;Scloudplus-256-SM3-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-256/kem;16296;19680;17925;32;;;;;;;
kem-35;kem;Scloud+;Scloudplus-384-AES-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-384/kem;33296;40144;33600;48;;;;;;;
kem-35;kem;Scloud+;Scloudplus-384-SHAKE-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-384/kem;33296;40144;33600;48;;;;;;;
kem-35;kem;Scloud+;Scloudplus-384-SM3-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-384/kem;33296;40144;33600;48;;;;;;;
kem-35;kem;Scloud+;Scloudplus-512-AES-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-512/kem;48016;57872;48320;64;;;;;;;
kem-35;kem;Scloud+;Scloudplus-512-SHAKE-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-512/kem;48016;57872;48320;64;;;;;;;
kem-35;kem;Scloud+;Scloudplus-512-SM3-packed10;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Scloudplus-512/kem;48016;57872;48320;64;;;;;;;
kem-36;kem;TRIKE;TRIKE-2;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/TRIKE-2;1980;6328;3928;32;;;;;;;
kem-36;kem;TRIKE;TRIKE-5;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/TRIKE-5;4453;13988;8874;32;;;;;;;
kem-36;kem;TRIKE;TRIKE-7;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/TRIKE-7;8776;27260;17488;64;;;;;;;
kem-36;kem;TRIKE;TRIKE-9;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/TRIKE-9;14320;44228;28576;64;;;;;;;
kem-37;kem;TriQ-KEM;TriQ-KEM-128;Reference_Implementation;Implementations/Reference_Implementation/TriQ-KEM-128;2054;2102;4086;16;;;;;;;
kem-37;kem;TriQ-KEM;TriQ-KEM-256;Reference_Implementation;Implementations/Reference_Implementation/TriQ-KEM-256;6328;6424;12472;32;;;;;;;
kem-37;kem;TriQ-KEM;TriQ-KEM-384;Reference_Implementation;Implementations/Reference_Implementation/TriQ-KEM-384;12255;12399;24335;48;;;;;;;
kem-37;kem;TriQ-KEM;TriQ-KEM-512;Reference_Implementation;Implementations/Reference_Implementation/TriQ-KEM-512;19768;19960;39320;64;;;;;;;
kem-38;kem;UVW-KEM;UVW_KEM_128;Reference_Implementation;Implementations/Reference_Implementation/UVW-KEM-128;208013;35;1032;64;;;;;;;
kem-38;kem;UVW-KEM;UVW_KEM_256;Reference_Implementation;Implementations/Reference_Implementation/UVW-KEM-256;911645;35;2199;64;;;;;;;
kem-38;kem;UVW-KEM;UVW_KEM_512;Reference_Implementation;Implementations/Reference_Implementation/UVW-KEM-512;4001850;67;4820;64;;;;;;;
kem-39;kem;Weaver;WeaverKEM-128;Reference_Implementation;Implementations/Reference_Implementation/WeaverKEM-128;752;1776;816;16;;;;;;;
kem-39;kem;Weaver;WeaverKEM-256;Reference_Implementation;Implementations/Reference_Implementation/WeaverKEM-256;1312;3072;1536;32;;;;;;;
kem-39;kem;Weaver;WeaverKEM-512;Reference_Implementation;Implementations/Reference_Implementation/WeaverKEM-512;2880;6400;3392;64;;;;;;;
kem-40;kem;YuanYang.KEM;YuanYang-KEM;Reference_Implementation;Implementations/Reference_Implementation/yuanyang-1024;1568;3168;1344;32;;;;;;;
kem-40;kem;YuanYang.KEM;YuanYang-KEM;Reference_Implementation;Implementations/Reference_Implementation/yuanyang-2048;3328;6528;2880;64;;;;;;;
kem-40;kem;YuanYang.KEM;YuanYang-KEM;Reference_Implementation;Implementations/Reference_Implementation/yuanyang-512;736;1536;656;16;;;;;;;
kem-41;kem;ZEN;ZEN_128;Reference_Implementation;Implementations/Reference_Implementation/ZEN_128;615;1303;512;16;;;;;;;
kem-41;kem;ZEN;ZEN_256;Reference_Implementation;Implementations/Reference_Implementation/ZEN_256;1229;2605;1024;32;;;;;;;
kem-41;kem;ZEN;ZEN_512;Reference_Implementation;Implementations/Reference_Implementation/ZEN_512;2458;5210;2048;64;;;;;;;
kex-01;kex;ADKEX;ADKEX-128;Reference_Implementation;Implementations/Reference_Implementation/ADKEX-128;800;1600;;32;;2;3232;96;2400;;
kex-01;kex;ADKEX;ADKEX-256;Reference_Implementation;Implementations/Reference_Implementation/ADKEX-256;1568;3136;;32;;2;6336;96;4768;;
kex-01;kex;ADKEX;ADKEX-512;Reference_Implementation;Implementations/Reference_Implementation/ADKEX-512;3392;6784;;64;;2;13376;192;9664;;
kex-02;kex;AFS-KEX;AFS_KEX_C128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/AFS_KEX_C128;1568;3170;;16;;4;64;64;1568;;
kex-02;kex;AFS-KEX;AFS_KEX_C256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/AFS_KEX_C256;3136;6338;;32;;4;128;128;2944;;
kex-02;kex;AFS-KEX;AFS_KEX_C512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/AFS_KEX_C512;6272;12674;;64;;4;256;256;6016;;
kex-03;kex;CreTAKE;CreTAKE-K2K-PLAC128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-K2K-PLAC128;530;1570;;32;;2;720;32;2450;;
kex-03;kex;CreTAKE;CreTAKE-K2K-PLAC256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-K2K-PLAC256;1060;3140;;64;;2;1376;64;4900;;
kex-03;kex;CreTAKE;CreTAKE-K2K-PLAC512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-K2K-PLAC512;2116;6276;;128;;2;2688;128;9284;;
kex-03;kex;CreTAKE;CreTAKE-K2K-PLAC512Star;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-K2K-PLAC512Star;2522;6682;;128;;2;3098;128;10920;;
kex-03;kex;CreTAKE;CreTAKE-K2K-ZEN128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-K2K-ZEN128;615;1303;;32;;2;592;32;2151;;
kex-03;kex;CreTAKE;CreTAKE-K2K-ZEN256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-K2K-ZEN256;1229;2605;;64;;2;1120;64;4301;;
kex-03;kex;CreTAKE;CreTAKE-K2K-ZEN512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-K2K-ZEN512;2458;5210;;128;;2;2176;128;8602;;
kex-03;kex;CreTAKE;CreTAKE-K2S-PLAC128-BiT128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-K2S-PLAC128-BiT128;1048;1864;;32;;2;1554;32;3314;;
kex-03;kex;CreTAKE;CreTAKE-K2S-PLAC256-BiT256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-K2S-PLAC256-BiT256;2144;4160;;64;;2;3108;64;7076;;
kex-03;kex;CreTAKE;CreTAKE-K2S-PLAC512-BiT512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-K2S-PLAC512-BiT512;5056;9024;;128;;2;6212;128;13931;;
kex-03;kex;CreTAKE;CreTAKE-K2S-ZEN128-BiT128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-K2S-ZEN128-BiT128;1048;1864;;32;;2;1271;32;3143;;
kex-03;kex;CreTAKE;CreTAKE-K2S-ZEN256-BiT256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-K2S-ZEN256-BiT256;2144;4160;;64;;2;2541;64;6733;;
kex-03;kex;CreTAKE;CreTAKE-K2S-ZEN512-BiT512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-K2S-ZEN512-BiT512;5056;9024;;128;;2;5082;128;13249;;
kex-03;kex;CreTAKE;CreTAKE-S2K-BiT128-PLAC128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-S2K-BiT128-PLAC128;1048;1864;;32;;2;720;32;3314;;
kex-03;kex;CreTAKE;CreTAKE-S2K-BiT128-ZEN128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-S2K-BiT128-ZEN128;1048;1864;;32;;2;592;32;3143;;
kex-03;kex;CreTAKE;CreTAKE-S2K-BiT256-PLAC256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-S2K-BiT256-PLAC256;2144;4160;;64;;2;1376;64;7076;;
kex-03;kex;CreTAKE;CreTAKE-S2K-BiT256-ZEN256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-S2K-BiT256-ZEN256;2144;4160;;64;;2;1120;64;6733;;
kex-03;kex;CreTAKE;CreTAKE-S2K-BiT512-PLAC512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-S2K-BiT512-PLAC512;5056;9024;;128;;2;2688;128;13931;;
kex-03;kex;CreTAKE;CreTAKE-S2K-BiT512-ZEN512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-S2K-BiT512-ZEN512;5056;9024;;128;;2;2176;128;13249;;
kex-03;kex;CreTAKE;CreTAKE-S2S-BiT128-ePLAC128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-S2S-BiT128-ePLAC128;1048;1864;;32;;2;64;32;4178;;
kex-03;kex;CreTAKE;CreTAKE-S2S-BiT128-eZEN128;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE128/CreTAKE-S2S-BiT128-eZEN128;1048;1864;;32;;2;64;32;4135;;
kex-03;kex;CreTAKE;CreTAKE-S2S-BiT256-ePLAC256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-S2S-BiT256-ePLAC256;2144;4160;;64;;2;64;64;9252;;
kex-03;kex;CreTAKE;CreTAKE-S2S-BiT256-eZEN256;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE256/CreTAKE-S2S-BiT256-eZEN256;2144;4160;;64;;2;64;64;9165;;
kex-03;kex;CreTAKE;CreTAKE-S2S-BiT512-ePLAC512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-S2S-BiT512-ePLAC512;5056;9024;;128;;2;64;128;18066;;
kex-03;kex;CreTAKE;CreTAKE-S2S-BiT512-eZEN512;Reference_Implementation;Implementations/Reference_Implementation/CreTAKE512/CreTAKE-S2S-BiT512-eZEN512;5056;9024;;128;;2;64;128;17896;;
kex-04;kex;DKEX;DKEX-128;Reference_Implementation;Implementations/Reference_Implementation/DKEX-128;1312;2560;;32;;3;2880;1312;6408;;
kex-04;kex;DKEX;DKEX-256;Reference_Implementation;Implementations/Reference_Implementation/DKEX-256;2592;4896;;32;;3;5696;2592;12390;;
kex-04;kex;DKEX;DKEX-512;Reference_Implementation;Implementations/Reference_Implementation/DKEX-512;2592;4896;;64;;3;9312;2592;15718;;
kex-05;kex;Loom;LoomKEX-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/LoomKEX-128;1264;2288;;16;;4;2657;2657;4038;;
kex-05;kex;Loom;LoomKEX-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/LoomKEX-256;1952;3680;;32;;4;4609;4609;7706;;
kex-05;kex;Loom;LoomKEX-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/LoomKEX-512;3648;7104;;64;;4;9665;9665;16170;;
kex-06;kex;MAMBA-NIKE;MAMBA-NIKE-128;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-NIKE-128;1184;3232;;32;;1;32;0;1568;;
kex-06;kex;MAMBA-NIKE;MAMBA-NIKE-192;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-NIKE-192;1312;3360;;32;;1;32;0;1568;;
kex-06;kex;MAMBA-NIKE;MAMBA-NIKE-256;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-NIKE-256;1312;3360;;32;;1;32;0;1568;;
kex-06;kex;MAMBA-NIKE;MAMBA-NIKE-384;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-NIKE-384;2848;6944;;48;;1;48;0;3360;;
kex-06;kex;MAMBA-NIKE;MAMBA-NIKE-512;Reference_Implementation;Implementations/Reference_Implementation/MAMBA-NIKE-512;2848;6944;;64;;1;64;0;3360;;
kex-07;kex;NEV-AKE;NEV_AKE_1024_1409_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-R2;1344;2720;;32;;2;4064;32;2688;;
kex-07;kex;NEV-AKE;NEV_AKE_1024_769_C_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-C2-c;1229;2490;;32;;2;3514;32;2253;;
kex-07;kex;NEV-AKE;NEV_AKE_1024_769_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-C2;1229;2490;;32;;2;3719;32;2458;;
kex-07;kex;NEV-AKE;NEV_AKE_2048_1409_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-R3;2688;5440;;64;;2;8128;64;5376;;
kex-07;kex;NEV-AKE;NEV_AKE_2048_769_C_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-C3-c;2458;4980;;64;;2;7028;64;4506;;
kex-07;kex;NEV-AKE;NEV_AKE_2048_769_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-C3;2458;4980;;64;;2;7438;64;4916;;
kex-07;kex;NEV-AKE;NEV_AKE_512_1409_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-R1;672;1360;;16;;2;2032;16;1344;;
kex-07;kex;NEV-AKE;NEV_AKE_512_769_C_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-C1-c;615;1246;;16;;2;1758;16;1127;;
kex-07;kex;NEV-AKE;NEV_AKE_512_769_ICCS;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/NEV-AKE-C1;615;1246;;16;;2;1861;16;1230;;
kex-08;kex;NIIKE;NIIKE-lv128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation;4160;196;;64;;0;0;0;0;;
kex-08;kex;NIIKE;NIIKE-lv256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation;8960;336;;128;;0;0;0;0;;
kex-08;kex;NIIKE;NIIKE-lv512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation;41000;3036;;4100;;0;0;0;0;;
kex-09;kex;TriQ-KEX;TriQ-KEX-128;Reference_Implementation;TriQ-KEX/Implementations/Reference_Implementation/TriQ-KEX-128;2054;2134;;16;;2;8258;8220;14328;;
kex-09;kex;TriQ-KEX;TriQ-KEX-256;Reference_Implementation;TriQ-KEX/Implementations/Reference_Implementation/TriQ-KEX-256;6328;6488;;32;;2;25256;25040;43760;;
kex-09;kex;TriQ-KEX;TriQ-KEX-384;Reference_Implementation;TriQ-KEX/Implementations/Reference_Implementation/TriQ-KEX-384;12255;12495;;48;;2;49037;48814;85276;;
kex-09;kex;TriQ-KEX;TriQ-KEX-512;Reference_Implementation;TriQ-KEX/Implementations/Reference_Implementation/TriQ-KEX-512;19768;20088;;64;;2;79112;78832;137744;;
sign-01;sig;Aigis-Sig+;Aigis-sig1;Reference_Implementation;Implementations/Implementations/Reference_Implementation/Aigis-Sig+-I;928;2800;;;2015;;;;;;
sign-01;sig;Aigis-Sig+;Aigis-sig2;Reference_Implementation;Implementations/Implementations/Reference_Implementation/Aigis-Sig+-II;1824;4976;;;4533;;;;;;
sign-01;sig;Aigis-Sig+;Aigis-sig3;Reference_Implementation;Implementations/Implementations/Reference_Implementation/Aigis-Sig+-III;4672;8800;;;9134;;;;;;
sign-02;sig;BiT;BiT-128;Reference_Implementation;Implementations/Reference_Implementation/BiT-128;1048;1864;;;1504;;;;;;
sign-02;sig;BiT;BiT-256;Reference_Implementation;Implementations/Reference_Implementation/BiT-256;2144;4160;;;3456;;;;;;
sign-02;sig;BiT;BiT-512;Reference_Implementation;Implementations/Reference_Implementation/BiT-512;5056;9024;;;6695;;;;;;
